ID,Form_ID,Cognateset_ID,Alignment,Source
dhao1237-to_wash-2-biglexstat,dhao1237-to_wash-2,to_wash-2-0,b a s e,biglexstat
dhao1237-wrong-1-biglexstat,dhao1237-wrong-1,wrong-1-0,t a s a l a,biglexstat
dhao1237-to_chase_away_to_run_after-1-biglexstat,dhao1237-to_chase_away_to_run_after-1,to_chase_away_to_run_after-1-2,m a g ə l a,biglexstat
dhao1237-to_rub-1-biglexstat,dhao1237-to_rub-1,to_rub-1-10,- - k o s e,biglexstat
dhao1237-to_wipe-2-biglexstat,dhao1237-to_wipe-2,to_wipe-1-2,- - k o s e,biglexstat
dhao1237-to_call_out-1-biglexstat,dhao1237-to_call_out-1,to_call_out-2-1,- - r o ɖʐ e,biglexstat
dhao1237-to_shoo_to_chase_away_to_send_away-1-biglexstat,dhao1237-to_shoo_to_chase_away_to_send_away-1,to_shoo_to_chase_away_to_send_away-1-0,m a g ə - i,biglexstat
dhao1237-to_wipe-3-biglexstat,dhao1237-to_wipe-3,to_wipe-1-2,p a k o s e,biglexstat
dhao1237-to_tie-1-biglexstat,dhao1237-to_tie-1,to_tie-2-0,- - ʔ ə k i - - - - - - -,biglexstat
dhao1237-to_tie-3-biglexstat,dhao1237-to_tie-3,to_tie-2-0,p a ʔ ə k i - - - - - - -,biglexstat
dhao1237-to_command-2-biglexstat,dhao1237-to_command-2,to_command-1-0,p a dʒ uː - - - - - -,biglexstat
dhao1237-to_worship-1-biglexstat,dhao1237-to_worship-1,to_worship-1-0,s a b a ʄ a,biglexstat
dhao1237-friend-1-biglexstat,dhao1237-friend-1,friend-1-3,ʔ a ŋ a l a i,biglexstat
dhao1237-broom-1-biglexstat,dhao1237-broom-1,broom-1-1,s a s a k u,biglexstat
dhao1237-to_call_out-4-biglexstat,dhao1237-to_call_out-4,to_call_out-2-1,p a r o ɖʐ a,biglexstat
dhao1237-broom-2-biglexstat,dhao1237-broom-2,broom-1-1,s a - - k u,biglexstat
dhao1237-to_pray-1-biglexstat,dhao1237-to_pray-1,to_pray-1-1,s a b a ʄ a,biglexstat
dhao1237-friend-2-biglexstat,dhao1237-friend-2,friend-1-3,ʔ a ŋ - - - a,biglexstat
dhao1237-to_worship-3-biglexstat,dhao1237-to_worship-3,to_worship-1-1,- - - - - - - m a ŋ a ʄ i,biglexstat
ende1246-bamboo-4-biglexstat,ende1246-bamboo-4,bamboo-2-1,b ə ɹ a,biglexstat
ende1246-ant-6-biglexstat,ende1246-ant-6,ant-2-5,m ə t u,biglexstat
ende1246-ant-7-biglexstat,ende1246-ant-7,ant-2-5,m ə t u,biglexstat
dhao1237-same-1-biglexstat,dhao1237-same-1,same-1-0,s a m a,biglexstat
ende1246-ant-3-biglexstat,ende1246-ant-3,ant-1-1,m ə d a _ r a,biglexstat
dhao1237-to_let_go-1-biglexstat,dhao1237-to_let_go-1,to_let_go-1-0,- - t a bβ ə l i -,biglexstat
dhao1237-to_let_go-2-biglexstat,dhao1237-to_let_go-2,to_let_go-1-0,p a t a b u l i -,biglexstat
ende1246-ant-5-biglexstat,ende1246-ant-5,ant-1-1,m ə s a - - -,biglexstat
ende1246-cloud-2-biglexstat,ende1246-cloud-2,cloud-1-4,k u ɓ u - - -,biglexstat
ende1246-fishnet-1-biglexstat,ende1246-fishnet-1,fishnet-1-3,ⁿd a ɹ a,biglexstat
ende1246-to_plant_rice-1-biglexstat,ende1246-to_plant_rice-1,to_plant_rice-2-1,m u ɹ a,biglexstat
ende1246-to_plant_yam-1-biglexstat,ende1246-to_plant_yam-1,to_plant_yam-1-2,m u ɹ a,biglexstat
ende1246-to_hunt-1-biglexstat,ende1246-to_hunt-1,to_hunt-1-4,r e ʔ a - - - - -,biglexstat
ende1246-to_plant_yam-2-biglexstat,ende1246-to_plant_yam-2,to_plant_yam-1-3,dʒ u m u,biglexstat
ende1246-to_fight-3-biglexstat,ende1246-to_fight-3,to_fight-3-0,p a p a _ - - t a u,biglexstat
eray1237-leg-1-biglexstat,eray1237-leg-1,leg-2-5,l u k u n - - - - -,biglexstat
eray1237-dry-2-biglexstat,eray1237-dry-2,dry-2-0,r e r a -,biglexstat
eray1237-there-1-biglexstat,eray1237-there-1,there-7-3,l a _ n i _ g o,biglexstat
eray1237-what-1-biglexstat,eray1237-what-1,what-1-0,h a l a - - -,biglexstat
eray1237-why-1-biglexstat,eray1237-why-1,why-2-7,- n o h i _ h a l a,biglexstat
eray1237-to_go-1-biglexstat,eray1237-to_go-1,to_go-1-0,l aː - -,biglexstat
eray1237-to_suck-1-biglexstat,eray1237-to_suck-1,to_suck-2-0,m o k a k,biglexstat
eray1237-to_throw-3-biglexstat,eray1237-to_throw-3,to_throw-2-0,- a s i k,biglexstat
fata1247-coconut-1-biglexstat,fata1247-coconut-1,coconut-1-0,w a t a -,biglexstat
fata1247-wood-1-biglexstat,fata1247-wood-1,wood-1-7,a tɕ a,biglexstat
fata1247-mouth-2-biglexstat,fata1247-mouth-2,mouth-2-7,- - ɔ ʔ ɔ,biglexstat
funa1237-that-1-biglexstat,funa1237-that-1,that-1-8,- aː,biglexstat
funa1237-that-2-biglexstat,funa1237-that-2,that-1-8,u a,biglexstat
funa1237-to_fight-1-biglexstat,funa1237-to_fight-1,to_fight-4-2,k h eː - ŋ _ a f a ʔ,biglexstat
funa1237-stranger-1-biglexstat,funa1237-stranger-1,stranger-3-0,a t u i l _ t e t - - - a,biglexstat
funa1237-meeting_house-1-biglexstat,funa1237-meeting_house-1,meeting_house-1-0,uː m _ l e - u ʔ,biglexstat
funa1237-loom-5-biglexstat,funa1237-loom-5,loom-1-2,s i - a,biglexstat
hama1240-clothing-1-biglexstat,hama1240-clothing-1,clothing-1-3,n a p a h,biglexstat
hama1240-uncooked_rice-1-biglexstat,hama1240-uncooked_rice-1,uncooked_rice-1-0,- a - l a - -,biglexstat
hama1240-comb-1-biglexstat,hama1240-comb-1,comb-1-0,k i r -,biglexstat
hama1240-day-1-biglexstat,hama1240-day-1,day-1-0,t a r ɛ - ŋ,biglexstat
hama1240-lime-1-biglexstat,hama1240-lime-1,lime-1-0,a f a - i,biglexstat
hama1240-cassava-1-biglexstat,hama1240-cassava-1,cassava-1-0,b a t a k o -,biglexstat
hama1240-fat-1-biglexstat,hama1240-fat-1,fat-1-0,- - t a m a r -,biglexstat
hama1240-machete-1-biglexstat,hama1240-machete-1,machete-2-0,s a p a d - -,biglexstat
hama1240-thick-1-biglexstat,hama1240-thick-1,thick-1-0,t a p a h -,biglexstat
hama1240-horn-1-biglexstat,hama1240-horn-1,horn-1-0,- a m u ʔ -,biglexstat
hama1240-person-1-biglexstat,hama1240-person-1,person-1-0,n a - m ɛ,biglexstat
hama1240-dry-1-biglexstat,hama1240-dry-1,dry-1-0,t a ʔ a t -,biglexstat
hama1240-left_side-1-biglexstat,hama1240-left_side-1,left_side-1-0,- - - f i ʔ i ŋ,biglexstat
hama1240-name-1-biglexstat,hama1240-name-1,name-1-0,- - a n - - ɛ,biglexstat
hama1240-stomach_belly-1-biglexstat,hama1240-stomach_belly-1,stomach_belly-1-0,t a t o - - - - - - -,biglexstat
hama1240-mother-1-biglexstat,hama1240-mother-1,mother-1-0,n i f a i,biglexstat
hama1240-arm-1-biglexstat,hama1240-arm-1,arm-1-0,n a t a ŋ,biglexstat
hama1240-snake-1-biglexstat,hama1240-snake-1,snake-2-0,m ʊ n,biglexstat
hama1240-to_split-1-biglexstat,hama1240-to_split-1,to_split-1-0,- a d i l -,biglexstat
hama1240-to_hit-1-biglexstat,hama1240-to_hit-1,to_hit-2-8,b ɛ h,biglexstat
hama1240-to_come-1-biglexstat,hama1240-to_come-1,to_come-1-0,m a - ʔ,biglexstat
hama1240-to_smell-1-biglexstat,hama1240-to_smell-1,to_smell-1-0,- - u m u n i ŋ,biglexstat
idat1237-when-1-biglexstat,idat1237-when-1,when-1-2,- a l i r a,biglexstat
indo1316-lexi-gravel-1-biglexstat,indo1316-lexi-gravel-1,gravel-1-2,- - - - - k ə r i k i l,biglexstat
idat1237-to_smell-2-biglexstat,idat1237-to_smell-2,to_smell-1-4,r e ʔ i,biglexstat
indo1316-lexi-dolphin-1-biglexstat,indo1316-lexi-dolphin-1,dolphin-1-0,- - - - - l u m b a + l u m b a,biglexstat
indo1316-lexi-drizzle-1-biglexstat,indo1316-lexi-drizzle-1,drizzle-1-0,- - - - - - g ə r i m i s,biglexstat
indo1316-lexi-to_push-1-biglexstat,indo1316-lexi-to_push-1,to_push-1-2,d o r o ŋ,biglexstat
kabo1247-sun-1-biglexstat,kabo1247-sun-1,sun-1-0,w e r -,biglexstat
kabo1247-mud-1-biglexstat,kabo1247-mud-1,mud-2-0,p a r a -,biglexstat
kabo1247-road-1-biglexstat,kabo1247-road-1,road-2-1,dʒ e ʔ,biglexstat
kabo1247-smoke-1-biglexstat,kabo1247-smoke-1,smoke-2-9,aː b - - _ b ə n e ʔ o,biglexstat
kabo1247-spear-1-biglexstat,kabo1247-spear-1,spear-1-0,k a b a - -,biglexstat
kabo1247-stone-1-biglexstat,kabo1247-stone-1,stone-1-0,w - - i,biglexstat
kabo1247-rope-1-biglexstat,kabo1247-rope-1,rope-1-0,s i w a ŋ,biglexstat
kabo1247-branch-1-biglexstat,kabo1247-branch-1,branch-1-0,- - - a t a ŋ,biglexstat
kabo1247-fat-1-biglexstat,kabo1247-fat-1,fat-1-0,- - t a m a r a,biglexstat
kabo1247-tongue-1-biglexstat,kabo1247-tongue-1,tongue-1-0,t a l - e b -,biglexstat
kabo1247-lizard-1-biglexstat,kabo1247-lizard-1,lizard-1-0,t e - k o -,biglexstat
kabo1247-jackfruit-1-biglexstat,kabo1247-jackfruit-1,jackfruit-1-0,t o - ŋ -,biglexstat
kabo1247-name-1-biglexstat,kabo1247-name-1,name-1-0,- t o n - - i,biglexstat
kabo1247-stomach_belly-1-biglexstat,kabo1247-stomach_belly-1,stomach_belly-1-0,- a t o ʔ o - - - - -,biglexstat
kabo1247-penis-1-biglexstat,kabo1247-penis-1,penis-2-0,t oː t -,biglexstat
kabo1247-eye-1-biglexstat,kabo1247-eye-1,eye-1-0,t e - ŋ,biglexstat
kabo1247-dry-1-biglexstat,kabo1247-dry-1,dry-1-0,t a ʔ a t a,biglexstat
kabo1247-monitor_lizard-1-biglexstat,kabo1247-monitor_lizard-1,monitor_lizard-1-0,h a l e s e,biglexstat
kabo1247-bitter-1-biglexstat,kabo1247-bitter-1,bitter-1-0,m a ʔ a l a -,biglexstat
kabo1247-salty-1-biglexstat,kabo1247-salty-1,salty-1-0,m a ʔ a l a,biglexstat
kabo1247-wrong-1-biglexstat,kabo1247-wrong-1,wrong-1-0,- a s a l a,biglexstat
kabo1247-to_scratch-1-biglexstat,kabo1247-to_scratch-1,to_scratch-2-7,t uː - -,biglexstat
kabo1247-to_smell-1-biglexstat,kabo1247-to_smell-1,to_smell-1-0,- - a m u n i ŋ,biglexstat
kabo1247-to_chew-1-biglexstat,kabo1247-to_chew-1,to_chew-2-4,n a s a ŋ,biglexstat
kabo1247-twenty-1-biglexstat,kabo1247-twenty-1,twenty-1-0,k a r _ - - dʒ o l o -,biglexstat
kabo1247-eleven-1-biglexstat,kabo1247-eleven-1,eleven-1-0,k a r n u - - _ - - - - w o - l i ŋ - _ n u - -,biglexstat
kabo1247-long-1-biglexstat,kabo1247-long-1,long-1-0,l o - u,biglexstat
kabo1247-two-1-biglexstat,kabo1247-two-1,two-2-2,h oː - - l o,biglexstat
kaer1234-sea-1-biglexstat,kaer1234-sea-1,sea-1-0,t a m - - - - - - - -,biglexstat
kabo1247-thirteen-1-biglexstat,kabo1247-thirteen-1,thirteen-1-0,k a r n u - - _ - - - - w o - l i ŋ _ t o w o,biglexstat
kaer1234-hill_ridge-1-biglexstat,kaer1234-hill_ridge-1,hill_ridge-1-0,- - b u k uː,biglexstat
kabo1247-ten-1-biglexstat,kabo1247-ten-1,ten-1-0,k a - r n u - -,biglexstat
kaer1234-sun-1-biglexstat,kaer1234-sun-1,sun-1-0,w ɛ r -,biglexstat
kaer1234-year-1-biglexstat,kaer1234-year-1,year-1-0,t u - - ŋ,biglexstat
kaer1234-door-1-biglexstat,kaer1234-door-1,door-2-1,t uː n -,biglexstat
kaer1234-firewood-1-biglexstat,kaer1234-firewood-1,firewood-1-0,a d -,biglexstat
kaer1234-raised_platform-1-biglexstat,kaer1234-raised_platform-1,raised_platform-2-0,d ɛː k -,biglexstat
kaer1234-marungga-1-biglexstat,kaer1234-marungga-1,marungga-1-0,m o t o l i ŋ,biglexstat
kaer1234-coconut-1-biglexstat,kaer1234-coconut-1,coconut-1-0,w a t - -,biglexstat
kaer1234-excrement-1-biglexstat,kaer1234-excrement-1,excrement-1-0,a s -,biglexstat
kaer1234-palm_of_hand-1-biglexstat,kaer1234-palm_of_hand-1,palm_of_hand-1-0,t a t a ŋ _ g o m -,biglexstat
kaer1234-fat-1-biglexstat,kaer1234-fat-1,fat-1-0,- - t a m a - -,biglexstat
kaer1234-blood-1-biglexstat,kaer1234-blood-1,blood-1-0,- w e i,biglexstat
kaer1234-father-1-biglexstat,kaer1234-father-1,father-1-0,n a m a m - -,biglexstat
kaer1234-tongue-1-biglexstat,kaer1234-tongue-1,tongue-1-0,t a l - ɛ b -,biglexstat
kaer1234-nose-1-biglexstat,kaer1234-nose-1,nose-1-0,t i m - i - m -,biglexstat
kaer1234-1pl_incl-1-biglexstat,kaer1234-1pl_incl-1,1pl_incl-1-0,p i ŋ -,biglexstat
kaer1234-louse_in_hair-2-biglexstat,kaer1234-louse_in_hair-2,louse_in_hair-2-15,- - - - k u a ŋ,biglexstat
kaer1234-who-1-biglexstat,kaer1234-who-1,who-1-1,j a m i _ l a,biglexstat
kaer1234-what-1-biglexstat,kaer1234-what-1,what-1-0,n a b i _ l a,biglexstat
kaer1234-where-1-biglexstat,kaer1234-where-1,where-5-2,i t a - - - -,biglexstat
kaer1234-what-2-biglexstat,kaer1234-what-2,what-1-0,n a b o - - -,biglexstat
kaer1234-to_lie_down-1-biglexstat,kaer1234-to_lie_down-1,to_lie_down-1-0,t ɛː - -,biglexstat
kaer1234-to_eat-1-biglexstat,kaer1234-to_eat-1,to_eat-1-0,- n a - -,biglexstat
kaer1234-bitter-1-biglexstat,kaer1234-bitter-1,bitter-1-0,m a q o - - -,biglexstat
kaer1234-round-1-biglexstat,kaer1234-round-1,round-1-0,k o p o l,biglexstat
kaer1234-to_hold-1-biglexstat,kaer1234-to_hold-1,to_hold-1-0,- - - - - p i - n o,biglexstat
kaer1234-to_play-1-biglexstat,kaer1234-to_play-1,to_play-2-0,i g a m u l a j,biglexstat
kaer1234-to_shine-1-biglexstat,kaer1234-to_shine-1,to_shine-1-8,a d _ l e r o,biglexstat
kaer1234-to_bless-1-biglexstat,kaer1234-to_bless-1,to_bless-1-0,q o _ - - - m e d e ŋ,biglexstat
kaer1234-twenty-1-biglexstat,kaer1234-twenty-1,twenty-1-0,x a r _ - - r a x o -,biglexstat
kafo1240-forest-1-biglexstat,kafo1240-forest-1,forest-2-0,k u p ɑ i,biglexstat
kafo1240-cloud-1-biglexstat,kafo1240-cloud-1,cloud-1-5,t ɑ b ɛ - k ɛ l,biglexstat
kafo1240-stone-1-biglexstat,kafo1240-stone-1,stone-1-0,w o - i,biglexstat
kafo1240-night-1-biglexstat,kafo1240-night-1,night-1-0,- ɑ k ʊː n -,biglexstat
kafo1240-star-1-biglexstat,kafo1240-star-1,star-1-0,f ʊ r f ɑ l - - - - - -,biglexstat
kafo1240-older_sibling-1-biglexstat,kafo1240-older_sibling-1,older_sibling-1-0,- - n ɑ n ɑ,biglexstat
kafo1240-spear-1-biglexstat,kafo1240-spear-1,spear-1-0,k ɑ f ɑ k ɑ,biglexstat
kafo1240-child-1-biglexstat,kafo1240-child-1,child-2-0,w ɛ l,biglexstat
kafo1240-arm-1-biglexstat,kafo1240-arm-1,arm-1-0,t ɑ t ɑ ŋ,biglexstat
kafo1240-ear-1-biglexstat,kafo1240-ear-1,ear-1-0,t ɑ w ɛ - i - - - -,biglexstat
kafo1240-father-1-biglexstat,kafo1240-father-1,father-1-0,n ɪ m ɑ ŋ - -,biglexstat
kafo1240-head-1-biglexstat,kafo1240-head-1,head-1-1,n ɪ n a p u k u dʒ -,biglexstat
kafo1240-blood-1-biglexstat,kafo1240-blood-1,blood-1-0,- w ɛ -,biglexstat
kafo1240-sand-1-biglexstat,kafo1240-sand-1,sand-1-0,m ɑ l ɑ t ɑ - dʒ,biglexstat
kafo1240-tail-1-biglexstat,kafo1240-tail-1,tail-2-0,g ɑ w ɑ i k ɑ i,biglexstat
kafo1240-stomach_belly-1-biglexstat,kafo1240-stomach_belly-1,stomach_belly-1-0,t ɑ t o k o - - - - -,biglexstat
kafo1240-fish-1-biglexstat,kafo1240-fish-1,fish-1-0,ɑ f ʊ i,biglexstat
kafo1240-crocodile-1-biglexstat,kafo1240-crocodile-1,crocodile-1-0,f ɑ ɰ ɑ i,biglexstat
kafo1240-skin-1-biglexstat,kafo1240-skin-1,skin-1-0,- - k ʊː l,biglexstat
kafo1240-fat-1-biglexstat,kafo1240-fat-1,fat-1-0,- - t ɑ m ɑ d ɑ,biglexstat
kafo1240-nose-1-biglexstat,kafo1240-nose-1,nose-1-0,t ɑ m - iː ŋ - -,biglexstat
kafo1240-lime-1-biglexstat,kafo1240-lime-1,lime-1-0,a w ɑ - i,biglexstat
kafo1240-hand-1-biglexstat,kafo1240-hand-1,hand-1-0,t ɑ t ɑ ŋ - - - - - -,biglexstat
kafo1240-comb-1-biglexstat,kafo1240-comb-1,comb-2-6,h ɪ l ɛ i,biglexstat
kafo1240-fruit-1-biglexstat,kafo1240-fruit-1,fruit-1-0,- ʊ p ʊ,biglexstat
kafo1240-fire-1-biglexstat,kafo1240-fire-1,fire-1-0,- - - - - ɑ r ɑ -,biglexstat
kafo1240-grass-1-biglexstat,kafo1240-grass-1,grass-1-0,b ɑ l o k o,biglexstat
kafo1240-dog-1-biglexstat,kafo1240-dog-1,dog-1-0,k ʊ - i -,biglexstat
kafo1240-eye-1-biglexstat,kafo1240-eye-1,eye-1-0,t ɛ - ŋ,biglexstat
kafo1240-rat-1-biglexstat,kafo1240-rat-1,rat-1-0,r ʊ i - -,biglexstat
kafo1240-name-1-biglexstat,kafo1240-name-1,name-1-0,- t ɑ n ɛ - i,biglexstat
kafo1240-to_lie_down-1-biglexstat,kafo1240-to_lie_down-1,to_lie_down-1-0,t ɑ - -,biglexstat
kafo1240-full-1-biglexstat,kafo1240-full-1,full-1-0,- u m i dʒ ɑ,biglexstat
kafo1240-black-1-biglexstat,kafo1240-black-1,black-1-0,- a k ɑ n - -,biglexstat
kafo1240-to_come-1-biglexstat,kafo1240-to_come-1,to_come-1-0,m ɑ i -,biglexstat
kafo1240-to_walk-1-biglexstat,kafo1240-to_walk-1,to_walk-1-0,l ɑː k ɑ,biglexstat
kafo1240-rotten-1-biglexstat,kafo1240-rotten-1,rotten-1-0,g ɑ m u n -,biglexstat
kafo1240-small-1-biglexstat,kafo1240-small-1,small-1-0,k ɛ d ɪ ŋ,biglexstat
kafo1240-wet-1-biglexstat,kafo1240-wet-1,wet-1-6,ɑ l i n ɑ,biglexstat
kafo1240-snake-1-biglexstat,kafo1240-snake-1,snake-2-0,m ʊ n,biglexstat
kafo1240-sharp-1-biglexstat,kafo1240-sharp-1,sharp-1-0,b u l ɑ,biglexstat
kafo1240-old_people-1-biglexstat,kafo1240-old_people-1,old_people-1-0,k ɑ - - l - - - - t ɑ,biglexstat
kafo1240-horn-1-biglexstat,kafo1240-horn-1,horn-1-0,ɰ ɑ m u k u,biglexstat
kafo1240-to_die-1-biglexstat,kafo1240-to_die-1,to_die-1-0,i m o n -,biglexstat
kafo1240-to_fly-1-biglexstat,kafo1240-to_fly-1,to_fly-1-0,l i - ɑ,biglexstat
kafo1240-new-1-biglexstat,kafo1240-new-1,new-1-0,h i f ɑ -,biglexstat
kafo1240-to_sit-1-biglexstat,kafo1240-to_sit-1,to_sit-1-1,m i - -,biglexstat
kafo1240-green-1-biglexstat,kafo1240-green-1,green-1-0,b i - - l u - - ɑ i -,biglexstat
kafo1240-red-1-biglexstat,kafo1240-red-1,red-1-0,k i k ɑ -,biglexstat
kafo1240-round-1-biglexstat,kafo1240-round-1,round-1-0,k u p u l,biglexstat
kafo1240-feather-1-biglexstat,kafo1240-feather-1,feather-1-7,h i - ɑ m ʊ r,biglexstat
kama1365-morning-1-biglexstat,kama1365-morning-1,morning-1-2,w i l - - - -,biglexstat
kafo1240-to_hold-1-biglexstat,kafo1240-to_hold-1,to_hold-1-0,- - - g o p u - n -,biglexstat
kafo1240-five-1-biglexstat,kafo1240-five-1,five-1-0,- i - w ɛ h ɛ ŋ,biglexstat
kama1365-sun-1-biglexstat,kama1365-sun-1,sun-1-0,w ɑ t ɪ,biglexstat
kafo1240-to_hit-1-biglexstat,kafo1240-to_hit-1,to_hit-1-0,- - - - - b ɑ l ɑ i,biglexstat
kafo1240-to_pull-1-biglexstat,kafo1240-to_pull-1,to_pull-1-0,g ɑ f ɪ k i,biglexstat
kama1365-year-1-biglexstat,kama1365-year-1,year-1-0,t u - - ŋ,biglexstat
kafo1240-to_scratch-1-biglexstat,kafo1240-to_scratch-1,to_scratch-1-0,u k ɑ f i - -,biglexstat
kama1365-river_stream-1-biglexstat,kama1365-river_stream-1,river_stream-2-1,i l - _ m a ʔ t a ŋ,biglexstat
kama1365-sea-1-biglexstat,kama1365-sea-1,sea-1-0,t a m a - - - - - - -,biglexstat
kafo1240-ten-1-biglexstat,kafo1240-ten-1,ten-1-0,k ɑ - r n u k u,biglexstat
kafo1240-twenty-1-biglexstat,kafo1240-twenty-1,twenty-1-1,k ɑ r i - dʒ ɑ k u,biglexstat
kafo1240-six-1-biglexstat,kafo1240-six-1,six-1-0,t ɑ l ɑ m a -,biglexstat
kama1365-bamboo-1-biglexstat,kama1365-bamboo-1,bamboo-1-0,m aː - - i,biglexstat
kama1365-spear-1-biglexstat,kama1365-spear-1,spear-1-0,k a p a - -,biglexstat
kama1365-corn_maize-1-biglexstat,kama1365-corn_maize-1,corn_maize-1-0,p a t e i -,biglexstat
kama1365-fence-1-biglexstat,kama1365-fence-1,fence-1-0,b aː,biglexstat
kama1365-coconut-1-biglexstat,kama1365-coconut-1,coconut-1-0,w a t e -,biglexstat
kama1365-island-1-biglexstat,kama1365-island-1,island-2-0,b u k -,biglexstat
kama1365-2sg_polite-1-biglexstat,kama1365-2sg_polite-1,2sg_polite-1-1,a -,biglexstat
kama1365-sweat-1-biglexstat,kama1365-sweat-1,sweat-2-4,s u s u - i -,biglexstat
kama1365-excrement-1-biglexstat,kama1365-excrement-1,excrement-1-0,a s i,biglexstat
kama1365-skin-1-biglexstat,kama1365-skin-1,skin-1-0,- - k u l,biglexstat
kama1365-wound-1-biglexstat,kama1365-wound-1,wound-1-0,l a m u,biglexstat
kama1365-chin-1-biglexstat,kama1365-chin-1,chin-1-1,n a w aː _ b u k,biglexstat
kama1365-rib-1-biglexstat,kama1365-rib-1,rib-1-0,- - - k a p aː t a - - - - -,biglexstat
kama1365-heart-1-biglexstat,kama1365-heart-1,heart-1-0,- - b u k a m a ŋ,biglexstat
kama1365-navel-1-biglexstat,kama1365-navel-1,navel-2-1,n a b u,biglexstat
kama1365-2sg_informal-1-biglexstat,kama1365-2sg_informal-1,2sg_informal-1-9,a -,biglexstat
kama1365-honey-1-biglexstat,kama1365-honey-1,honey-1-0,- - l aː w a ŋ _ i l a,biglexstat
kama1365-louse_in_hair-1-biglexstat,kama1365-louse_in_hair-1,louse_in_hair-2-9,b i n i,biglexstat
kama1365-1pl_incl-1-biglexstat,kama1365-1pl_incl-1,1pl_incl-1-5,s i -,biglexstat
kama1365-3pl-1-biglexstat,kama1365-3pl-1,3pl-1-8,g a -,biglexstat
kama1365-who-2-biglexstat,kama1365-who-2,who-1-0,m aː ŋ -,biglexstat
kama1365-big-1-biglexstat,kama1365-big-1,big-1-0,p u k -,biglexstat
kama1365-right_side-1-biglexstat,kama1365-right_side-1,right_side-1-0,- - - k a ŋ,biglexstat
kama1365-how-1-biglexstat,kama1365-how-1,how-1-6,t oː n - -,biglexstat
kama1365-who-3-biglexstat,kama1365-who-3,who-1-0,m aː - u,biglexstat
kama1365-that-1-biglexstat,kama1365-that-1,that-1-9,- a ŋ,biglexstat
kama1365-that-2-biglexstat,kama1365-that-2,that-1-9,p a ŋ,biglexstat
kama1365-3pl-2-biglexstat,kama1365-3pl-2,3pl-1-8,g a l,biglexstat
kama1365-no_not-1-biglexstat,kama1365-no_not-1,no_not-1-0,n aː - - -,biglexstat
kama1365-2pl-1-biglexstat,kama1365-2pl-1,2pl-2-5,i -,biglexstat
kama1365-few-2-biglexstat,kama1365-few-2,few-1-5,t o l - - - -,biglexstat
kama1365-2pl-2-biglexstat,kama1365-2pl-2,2pl-2-5,i l,biglexstat
kama1365-red-2-biglexstat,kama1365-red-2,red-1-0,b i k a -,biglexstat
kama1365-sour-1-biglexstat,kama1365-sour-1,sour-1-0,a l - eː s e - i,biglexstat
kama1365-bitter-1-biglexstat,kama1365-bitter-1,bitter-1-0,m a k aː - - -,biglexstat
kama1365-empty-2-biglexstat,kama1365-empty-2,empty-1-0,s a k a,biglexstat
kama1365-to_lie_down-2-biglexstat,kama1365-to_lie_down-2,to_lie_down-1-1,t aː - -,biglexstat
kama1365-to_sit-2-biglexstat,kama1365-to_sit-2,to_sit-1-0,- n i h - -,biglexstat
kama1365-to_sleep-2-biglexstat,kama1365-to_sleep-2,to_sleep-1-3,t aː,biglexstat
kama1365-blue-1-biglexstat,kama1365-blue-1,blue-2-0,w aː - - i,biglexstat
kama1365-to_think-1-biglexstat,kama1365-to_think-1,to_think-1-3,s u k - - - -,biglexstat
kama1365-white-1-biglexstat,kama1365-white-1,white-2-3,b i l a -,biglexstat
kama1365-bad-1-biglexstat,kama1365-bad-1,bad-1-0,- - - - b o - k o -,biglexstat
kama1365-to_stand-1-biglexstat,kama1365-to_stand-1,to_stand-2-5,l a t - s i -,biglexstat
kama1365-wide-1-biglexstat,kama1365-wide-1,wide-2-0,s i l e - i s i ŋ,biglexstat
kama1365-to_fly-1-biglexstat,kama1365-to_fly-1,to_fly-2-0,l i l a,biglexstat
kama1365-to_hold-2-biglexstat,kama1365-to_hold-2,to_hold-1-0,- - - - - f u - n -,biglexstat
kama1365-to_cut-1-biglexstat,kama1365-to_cut-1,to_cut-3-3,b a t a t,biglexstat
kama1365-to_suck-1-biglexstat,kama1365-to_suck-1,to_suck-1-2,+ m a - - k,biglexstat
kama1365-to_wash-1-biglexstat,kama1365-to_wash-1,to_wash-2-6,+ - - s i r e,biglexstat
kama1365-to_split-1-biglexstat,kama1365-to_split-1,to_split-2-3,- - k a r e i,biglexstat
kama1365-to_search_for_to_hunt_for-1-biglexstat,kama1365-to_search_for_to_hunt_for-1,to_search_for_to_hunt_for-2-2,+ f aː f a,biglexstat
kama1365-to_sew-1-biglexstat,kama1365-to_sew-1,to_sew-1-0,k a f u - h -,biglexstat
kama1365-to_eat-2-biglexstat,kama1365-to_eat-2,to_eat-2-12,- - - k a t eː,biglexstat
kama1365-to_eat-3-biglexstat,kama1365-to_eat-3,to_eat-2-12,i n a k a t e,biglexstat
kama1365-to_steal-1-biglexstat,kama1365-to_steal-1,to_steal-1-0,t a k aː w a,biglexstat
kama1365-six-2-biglexstat,kama1365-six-2,six-1-0,t ɑ - - m ɑ -,biglexstat
kama1365-wall-1-biglexstat,kama1365-wall-1,wall-1-0,b a - - i,biglexstat
kama1365-one-1-biglexstat,kama1365-one-1,one-1-5,n o k,biglexstat
kama1365-now-1-biglexstat,kama1365-now-1,now-1-2,i n - a,biglexstat
