ID,Lect_ID,Concept_ID,Form_according_to_Source,Form,Local_Orthography,Segments,Comment,Source
lama1277-lewog-thick-1,lama1277-lewog,thick,bəsi',bəsiʔ,besi',b ə s i ʔ,,keraf1978
lama1277-lewog-dirty-1,lama1277-lewog,dirty,milã,milã,milan,m i l ã,,keraf1978
lama1277-lewog-sharp-1,lama1277-lewog,sharp,bərekə,bərekə,beréke,b ə r e k ə,,keraf1978
lama1277-lewog-blunt-1,lama1277-lewog,blunt,dã,dãː,daan,d ãː,,keraf1978
lama1277-lewog-heavy-1,lama1277-lewog,heavy,ba'a,baʔa,ba'a,b a ʔ a,,keraf1978
lama1277-lewog-straight-1,lama1277-lewog,straight,mopa',mopaʔ,mopa',m o p a ʔ,,keraf1978
lama1277-lewog-wide-1,lama1277-lewog,wide,belə,belə,béle,b e l ə,,keraf1978
lama1277-lewog-narrow-1,lama1277-lewog,narrow,kəripu,kəripu,keripu,k ə r i p u,,keraf1978
lama1277-lewog-rotten-1,lama1277-lewog,rotten,waũ,waũ,waun,w a ũ,,keraf1978
lama1277-lewog-flat-1,lama1277-lewog,flat,əb'ã,əbʔã,eb'an,ə b ʔ ã,,keraf1978
lama1277-lewog-black-1,lama1277-lewog,black,mitã,mitã,mitan,m i t ã,,keraf1978
lama1277-lewog-white-1,lama1277-lewog,white,bura',buraʔ,bura',b u r a ʔ,,keraf1978
lama1277-lewog-red-1,lama1277-lewog,red,me'ã,meʔã,mé'an,m e ʔ ã,,keraf1978
lama1277-lewog-green-1,lama1277-lewog,green,bət'ã,bətʔã,bet'an,b ə t ʔ ã,,keraf1978
lama1277-lewog-yellow-1,lama1277-lewog,yellow,kumã,kumã,kuman,k u m ã,,keraf1978
lama1277-lewog-scared-1,lama1277-lewog,scared,taku,taku,taku,t a k u,,keraf1978
lama1277-lewog-to_see-1,lama1277-lewog,to_see,tədə,tədə,tede,t ə d ə,,keraf1978
lama1277-lewog-to_hear-1,lama1277-lewog,to_hear,weŋe,weŋe,wéngé,w e ŋ e,,keraf1978
lama1277-lewog-to_smell-1,lama1277-lewog,to_smell,siõ,siõ,sion,s i õ,,keraf1978
lama1277-lewog-to_think-1,lama1277-lewog,to_think,nəkət,nəkət,neket,n ə k ə t,,keraf1978
lama1277-lewog-to_know-1,lama1277-lewog,to_know,koi,koi,koi,k o i,"koi, moiː different inflections",keraf1978
lama1277-lewog-to_know-2,lama1277-lewog,to_know,moi,moi,moi,m o i,"koi, moiː different inflections",keraf1978
lama1277-lewog-to_say-1,lama1277-lewog,to_say,marĩ,marĩ,marin,m a r ĩ,,keraf1978
lama1277-lewog-to_lie_down-1,lama1277-lewog,to_lie_down,polar,polar,polar,p o l a r,,keraf1978
lama1277-lewog-to_sleep-1,lama1277-lewog,to_sleep,turu,turu,turu,t u r u,,keraf1978
lama1277-lewog-to_sit-1,lama1277-lewog,to_sit,tobo,tobo,tobo,t o b o,,keraf1978
lama1277-lewog-to_stand-1,lama1277-lewog,to_stand,de'ĩ,deʔĩ,dé'in,d e ʔ ĩ,,keraf1978
lama1277-lewog-to_walk-1,lama1277-lewog,to_walk,pana,pana,pana,p a n a,,keraf1978
lama1277-lewog-to_swim-1,lama1277-lewog,to_swim,naŋe,naŋe,nangé,n a ŋ e,,keraf1978
lama1277-lewog-to_fly-1,lama1277-lewog,to_fly,bəka,bəka,beka,b ə k a,,keraf1978
lama1277-lewog-to_fall_from_above-1,lama1277-lewog,to_fall_from_above,dəka,dəka,deka,d ə k a,,keraf1978
lama1277-lewog-to_drink-1,lama1277-lewog,to_drink,tenu,tenu,ténu,t e n u,,keraf1978
lama1277-lewog-to_eat-1,lama1277-lewog,to_eat,təkã,təkãː,tekaan,t ə k ãː,,keraf1978
lama1277-lewog-to_cook-1,lama1277-lewog,to_cook,biho,biho,biho,b i h o,,keraf1978
lama1277-lewog-to_wash-1,lama1277-lewog,to_wash,baha,baha,baha,b a h a,,keraf1978
lama1277-lewog-to_sew-1,lama1277-lewog,to_sew,hawurã,hawurã,hawuran,h a w u r ã,,keraf1978
lama1277-lewog-alive-1,lama1277-lewog,alive,mori,mori,mori,m o r i,,keraf1978
lama1277-lewog-to_breathe-1,lama1277-lewog,to_breathe,hari nait,hari_nait,hari nait,h a r i _ n a i t,,keraf1978
lama1277-lewog-to_work-1,lama1277-lewog,to_work,kəriã,kəriã,kerian,k ə r i ã,,keraf1978
lama1277-lewog-to_die-1,lama1277-lewog,to_die,mata,mata,mata,m a t a,,keraf1978
lama1277-lewog-to_give-1,lama1277-lewog,to_give,sorõ,sorõ,soron,s o r õ,,keraf1978
lama1277-lewog-to_wipe-1,lama1277-lewog,to_wipe,hamu,hamu,hamu,h a m u,,keraf1978
lama1277-lewog-to_come-1,lama1277-lewog,to_come,səga,səga,sega,s ə g a,,keraf1978
lama1277-lewog-to_laugh-1,lama1277-lewog,to_laugh,geka,geka,géka,g e k a,,keraf1978
lama1277-lewog-to_cry-1,lama1277-lewog,to_cry,tani,tani,tani,t a n i,,keraf1978
lama1277-lewog-to_dance-1,lama1277-lewog,to_dance,soka,soka,soka,s o k a,,keraf1978
lama1277-lewog-to_sing-1,lama1277-lewog,to_sing,ɲaɲi,ɲaɲi,nyanyi,ɲ a ɲ i,,keraf1978
lama1277-lewog-to_burn_clear_land-1,lama1277-lewog,to_burn_clear_land,səru,səru,seru,s ə r u,,keraf1978
lama1277-lewog-to_suck-1,lama1277-lewog,to_suck,tuho,tuho,tuho,t u h o,,keraf1978
lama1277-lewog-to_blow-1,lama1277-lewog,to_blow,bu,buː,buu,b uː,,keraf1978
lama1277-lewog-to_spit-1,lama1277-lewog,to_spit,pərino,pərino,perino,p ə r i n o,,keraf1978
lama1277-lewog-to_vomit-1,lama1277-lewog,to_vomit,muta,muta,muta,m u t a,,keraf1978
lama1277-lewog-to_rub-1,lama1277-lewog,to_rub,doruk,doruk,doruk,d o r u k,,keraf1978
lama1277-lewog-to_scratch-1,lama1277-lewog,to_scratch,ragu,ragu,ragu,r a g u,,keraf1978
lama1277-lewog-to_bite-1,lama1277-lewog,to_bite,gike,gike,giké,g i k e,,keraf1978
lama1277-lewog-to_cut-1,lama1277-lewog,to_cut,belo,belo,bélo,b e l o,,keraf1978
lama1277-lewog-to_split-1,lama1277-lewog,to_split,tika,tika,tika,t i k a,,keraf1978
lama1277-lewog-to_stab-1,lama1277-lewog,to_stab,tubak,tubak,tubak,t u b a k,,keraf1978
lama1277-lewog-to_fight-1,lama1277-lewog,to_fight,gəni,gəni,geni,g ə n i,,keraf1978
lama1277-lewog-to_throw-1,lama1277-lewog,to_throw,wərã,wərã,weran,w ə r ã,,keraf1978
lama1277-lewog-to_hunt-1,lama1277-lewog,to_hunt,pəreha,pəreha,peréha,p ə r e h a,,keraf1978
lama1277-lewog-to_kill-1,lama1277-lewog,to_kill,belo,belo,bélo,b e l o,,keraf1978
lama1277-lewog-to_dig-1,lama1277-lewog,to_dig,gali,gali,gali,g a l i,,keraf1978
lama1277-lewog-to_flow-1,lama1277-lewog,to_flow,ba,baː,baa,b aː,,keraf1978
lama1277-lewog-to_float-1,lama1277-lewog,to_float,bao,bao,bao,b a o,,keraf1978
lama1277-lewog-to_hold-1,lama1277-lewog,to_hold,pehẽ,pehẽ,péhén,p e h ẽ,,keraf1978
lama1277-lewog-to_tie-1,lama1277-lewog,to_tie,puĩ,puĩ,puin,p u ĩ,,keraf1978
lama1277-lewog-to_play-1,lama1277-lewog,to_play,gənəku,gənəku,geneku,g ə n ə k u,,keraf1978
lama1277-lewog-to_pull-1,lama1277-lewog,to_pull,gehã,gehã,géhan,g e h ã,,keraf1978
lama1277-lewog-to_push-1,lama1277-lewog,to_push,odo,odo,odo,o d o,,keraf1978
lama1277-lewog-to_squeeze-1,lama1277-lewog,to_squeeze,pi'u,piʔu,pi'u,p i ʔ u,,keraf1978
lama1277-lewog-bark_of_tree-1,lama1277-lewog,bark_of_tree,kayokamã,kajo_kamã,kayo kaman,k a j o _ k a m ã,,keraf1978
lama1277-lewog-to_shoot-1,lama1277-lewog,to_shoot,pasak,pasak,pasak,p a s a k,,keraf1978
lama1277-lewog-footprint-1,lama1277-lewog,footprint,makat,makat,makat,m a k a t,,keraf1978
lama1277-lewog-to_return-1,lama1277-lewog,to_return,pekot,pekot,pékot,p e k o t,,keraf1978
lama1277-lewog-stomach_belly-2,lama1277-lewog,stomach_belly,tãi,tãi,tain,t ã i,,keraf1978
lama1277-lewog-teeth-1,lama1277-lewog,teeth,ipə,ipə,ipe,i p ə,,keraf1978
lama1277-lewog-fist-1,lama1277-lewog,fist,sado',sadoʔ,sado',s a d o ʔ,,keraf1978
lama1277-lewog-stem-1,lama1277-lewog,stem,pukã,pukã,pukan,p u k ã,,keraf1978
lama1277-lewog-to_swell-1,lama1277-lewog,to_swell,ba'a,baʔa,ba'a,b a ʔ a,,keraf1978
lama1277-lewog-earthworm-1,lama1277-lewog,earthworm,kəbeŋə̃,kəbeŋə̃,kebéngen,k ə b e ŋ ə̃,,keraf1978
lama1277-lewog-dew-1,lama1277-lewog,dew,apũ,apũ,apun,a p ũ,,keraf1978
lama1277-lewog-old_people-1,lama1277-lewog,old_people,tənue,tənue,tenué,t ə n u e,,keraf1978
lama1277-lewog-correct-1,lama1277-lewog,correct,na'andikã,naʔandikã,na'andikan,n a ʔ a n d i k ã,,keraf1978
lama1277-lewog-at-1,lama1277-lewog,at,pi,pi,pi,p i,,keraf1978
lama1277-lewog-inside-1,lama1277-lewog,inside,onə,onə,one,o n ə,,keraf1978
lama1277-lewog-other-1,lama1277-lewog,other,geh'ã,gehʔã,géh'an,g e h ʔ ã,,keraf1978
lama1277-lewog-some-1,lama1277-lewog,some,bopira,bopira,bopira,b o p i r a,,keraf1978
lama1277-lewoi-sky-1,lama1277-lewoi,sky,ˈkələŋ,ˈkələŋ,keleng,k ə l ə ŋ,,klamer15
lama1277-lewoi-sun-1,lama1277-lewoi,sun,ˈləraː,ˈləraː,lera,l ə r aː,,klamer15
lama1277-lewoi-moon-1,lama1277-lewoi,moon,ˈwula,ˈwula,wula,w u l a,,klamer15
lama1277-lewoi-star-1,lama1277-lewoi,star,ˈpətala,ˈpətala,petala,p ə t a l a,,klamer15
lama1277-lewoi-night-1,lama1277-lewoi,night,rəˈmaʔaŋ,rəˈmaʔaŋ,rema'ang,r ə m a ʔ a ŋ,,klamer15
lama1277-lewoi-day-1,lama1277-lewoi,day,lɛˈrɔŋ,lɛˈrɔŋ,lérong,l ɛ r ɔ ŋ,,klamer15
lama1277-lewoi-year-1,lama1277-lewoi,year,ˈsuːŋ,ˈsuːŋ,suung,s uː ŋ,,klamer15
lama1277-lewoi-morning-1,lama1277-lewoi,morning,ˈɡuləŋ,ˈguləŋ,guleng,g u l ə ŋ,,klamer15
lama1277-lewoi-yesterday-1,lama1277-lewoi,yesterday,ˈwia,ˈwia,wia,w i a,,klamer15
lama1277-lewoi-day_before_yesterday-1,lama1277-lewoi,day_before_yesterday,ˈərərəˈwia,ˈərərəˈwia,ererewia,ə r ə r ə w i a,,klamer15
lama1277-lewoi-tomorrow-1,lama1277-lewoi,tomorrow,ˈbəta,ˈbəta,beta,b ə t a,,klamer15
lama1277-lewoi-day_after_tomorrow-1,lama1277-lewoi,day_after_tomorrow,ərəˈrua,ərəˈrua,ererua,ə r ə r u a,,klamer15
lama1277-lewoi-twilight_dawn-1,lama1277-lewoi,twilight_dawn,ɛkaŋˈdahɛʔ,ɛkaŋˈdahɛʔ,ékangdahé',ɛ k a ŋ d a h ɛ ʔ,,klamer15
lama1277-lewoi-cloud-1,lama1277-lewoi,cloud,kɔwa,kɔwa,kowa,k ɔ w a,,klamer15
lama1277-lewoi-wind-1,lama1277-lewoi,wind,ˈaŋin,ˈaŋin,angin,a ŋ i n,,klamer15
lama1277-lewoi-rain-1,lama1277-lewoi,rain,ˈuraŋ,ˈuraŋ,urang,u r a ŋ,,klamer15
lama1277-lewoi-drizzle-1,lama1277-lewoi,drizzle,kiteˈritɛŋ,kiteˈritɛŋ,kitériténg,k i t e r i t ɛ ŋ,,klamer15
lama1277-lewoi-rainbow-1,lama1277-lewoi,rainbow,patuŋ ˈtawa,patuŋ_ˈtawa,patung tawa,p a t u ŋ _ t a w a,,klamer15
lama1277-lewoi-thunder-1,lama1277-lewoi,thunder,pələˈdə,pələˈdə,pelede,p ə l ə d ə,,klamer15
lama1277-lewoi-lightning-1,lama1277-lewoi,lightning,kələˈka kəˈhila,kələˈka_kəˈhila,keleka kehila,k ə l ə k a _ k ə h i l a,"kilatan, cahaya",klamer15
lama1277-lewoi-earthquake-1,lama1277-lewoi,earthquake,bəˈlero ˈredɔʔ,bəˈlero_ˈredɔʔ,beléro rédo',b ə l e r o _ r e d ɔ ʔ,,klamer15
lama1277-lewoi-fog-1,lama1277-lewoi,fog,kɔwa lɔdɔʔ,kɔwa_lɔdɔʔ,kowa lodo',k ɔ w a _ l ɔ d ɔ ʔ,awan turun;,klamer15
lama1277-lewoi-river_stream-1,lama1277-lewoi,river_stream,ˈluŋuŋ,ˈluŋuŋ,lungung,l u ŋ u ŋ,,klamer15
lama1277-lewoi-lake-1,lama1277-lewoi,lake,danau,danau,danau,d a n a u,,klamer15
lama1277-lewoi-mountain-1,lama1277-lewoi,mountain,ile,ile,ilé,i l e,,klamer15
lama1277-lewoi-hill_ridge-1,lama1277-lewoi,hill_ridge,wɔka,wɔka,woka,w ɔ k a,,klamer15
lama1277-lewoi-village-1,lama1277-lewoi,village,ˈləwɔ,ˈləwɔ,lewo,l ə w ɔ,,klamer15
lama1277-lewoi-soil-1,lama1277-lewoi,soil,ˈtana,ˈtana,tana,t a n a,,klamer15
lama1277-lewoi-Earth-1,lama1277-lewoi,Earth,tana ˈʔɛkɑŋ,tana_ˈʔɛkɑŋ,tana ékang,t a n a _ ʔ ɛ k ɑ ŋ,,klamer15
lama1277-lewoi-hole-1,lama1277-lewoi,hole,ˈumaŋ,ˈumaŋ,umang,u m a ŋ,,klamer15
lama1277-lewoi-stone-1,lama1277-lewoi,stone,ˈwatɔ,ˈwatɔ,wato,w a t ɔ,,klamer15
lama1277-lewoi-coral_rock-1,lama1277-lewoi,coral_rock,ˈuhɔ,ˈuhɔ,uho,u h ɔ,,klamer15
lama1277-lewoi-coral_reef-1,lama1277-lewoi,coral_reef,aha,aha,aha,a h a,,klamer15
lama1277-lewoi-water-1,lama1277-lewoi,water,wai,wai,wai,w a i,,klamer15
lama1277-lewoi-sea-1,lama1277-lewoi,sea,tahi,tahi,tahi,t a h i,,klamer15
lama1277-lewoi-wave-1,lama1277-lewoi,wave,ojo,ojo,oyo,o j o,,klamer15
lama1277-lewoi-foam-1,lama1277-lewoi,foam,wuˈrahaŋ,wuˈrahaŋ,wurahang,w u r a h a ŋ,,klamer15
lama1277-lewoi-forest-1,lama1277-lewoi,forest,ˈhutaŋ,ˈhutaŋ,hutang,h u t a ŋ,,klamer15
lama1277-lewoi-field-1,lama1277-lewoi,field,ˈhɔkɛŋ,ˈhɔkɛŋ,hokéng,h ɔ k ɛ ŋ,,klamer15
lama1277-lewoi-island-1,lama1277-lewoi,island,ˈnuha,ˈnuha,nuha,n u h a,,klamer15
lama1277-lewoi-rice_field-1,lama1277-lewoi,rice_field,ˈpɛta,ˈpɛta,péta,p ɛ t a,,klamer15
lama1277-lewoi-garden-1,lama1277-lewoi,garden,maːŋ,maːŋ,maang,m aː ŋ,,klamer15
lama1277-lewoi-fence-1,lama1277-lewoi,fence,ˈniha,ˈniha,niha,n i h a,,klamer15
lama1277-lewoi-road-1,lama1277-lewoi,road,ˈlaraŋ,ˈlaraŋ,larang,l a r a ŋ,,klamer15
lama1277-lewoi-canoe-1,lama1277-lewoi,canoe,ˈtɛna,ˈtɛna,téna,t ɛ n a,,klamer15
lama1277-lewoi-sail-1,lama1277-lewoi,sail,ˈlajaʔ,ˈlajaʔ,laya',l a j a ʔ,,klamer15
lama1277-lewoi-to_sail-1,lama1277-lewoi,to_sail,bua ˈtɛna,bua_ˈtɛna,bua téna,b u a _ t ɛ n a,do boat,klamer15
lama1277-lewoi-fishing_hook-1,lama1277-lewoi,fishing_hook,ˈkawi,ˈkawi,kawi,k a w i,,klamer15
lama1277-lewoi-fish_trap-1,lama1277-lewoi,fish_trap,bɜˈlutuʔ,bɜˈlutuʔ,belutu',b ɜ l u t u ʔ,,klamer15
lama1277-lewoi-rope-1,lama1277-lewoi,rope,talɛ,talɛ,talé,t a l ɛ,,klamer15
lama1277-lewoi-machete-1,lama1277-lewoi,machete,kəˈnumɛ,kəˈnumɛ,kenumé,k ə n u m ɛ,,klamer15
lama1277-lewoi-axe-1,lama1277-lewoi,axe,ˈsɔru,ˈsɔru,soru,s ɔ r u,,klamer15
lama1277-lewoi-spear-1,lama1277-lewoi,spear,ˈɡala,ˈgala,gala,g a l a,,klamer15
lama1277-lewoi-burden_stick-1,lama1277-lewoi,burden_stick,bəˈlebaʔ,bəˈlebaʔ,beléba',b ə l e b a ʔ,,klamer15
lama1277-lewoi-stick_pole-1,lama1277-lewoi,stick_pole,ˈnəkəŋ,ˈnəkəŋ,nekeng,n ə k ə ŋ,,klamer15
lama1277-lewoi-digging_stick-1,lama1277-lewoi,digging_stick,ˈnəpa,ˈnəpa,nepa,n ə p a,,klamer15
lama1277-lewoi-digging_stick-2,lama1277-lewoi,digging_stick,ˈnuaŋ,ˈnuaŋ,nuang,n u a ŋ,,klamer15
lama1277-lewoi-bow-1,lama1277-lewoi,bow,ˈwuhu,ˈwuhu,wuhu,w u h u,,klamer15
lama1277-lewoi-arrow-1,lama1277-lewoi,arrow,ˈamɜ,ˈamɜ,ame,a m ɜ,,klamer15
lama1277-lewoi-knife-1,lama1277-lewoi,knife,ˈhɛpɛʔ,ˈhɛpɛʔ,hépé',h ɛ p ɛ ʔ,,klamer15
lama1277-lewoi-comb-1,lama1277-lewoi,comb,ˈkiri,ˈkiri,kiri,k i r i,,klamer15
lama1277-lewoi-mat-1,lama1277-lewoi,mat,ˈɔhɑŋ,ˈɔhɑŋ,ohang,ɔ h ɑ ŋ,,klamer15
lama1277-lewoi-needle-1,lama1277-lewoi,needle,ˈluhi,ˈluhi,luhi,l u h i,,klamer15
lama1277-lewoi-clothing-1,lama1277-lewoi,clothing,əˈkaŋ,əˈkaŋ,ekang,ə k a ŋ,,klamer15
lama1277-lewoi-fire-1,lama1277-lewoi,fire,ˈapeʔ,ˈapeʔ,apé',a p e ʔ,,klamer15
lama1277-lewoi-smoke-1,lama1277-lewoi,smoke,nuhũŋ,nuhũŋ,nuhung,n u h ũ ŋ,,klamer15
lama1277-lewoi-dust-1,lama1277-lewoi,dust,kəˈʔawu,kəˈʔawu,ke'awu,k ə ʔ a w u,,klamer15
lama1277-lewoi-ash-1,lama1277-lewoi,ash,kəˈʔawu,kəˈʔawu,ke'awu,k ə ʔ a w u,,klamer15
lama1277-lewoi-mud-1,lama1277-lewoi,mud,ˈwalɑŋ,ˈwalɑŋ,walang,w a l ɑ ŋ,,klamer15
lama1277-lewoi-clay-1,lama1277-lewoi,clay,tana ˈmɛʔɑŋ,tana_ˈmɛʔɑŋ,tana mé'ang,t a n a _ m ɛ ʔ ɑ ŋ,,klamer15
lama1277-lewoi-gravel-1,lama1277-lewoi,gravel,kəˈlɛka,kəˈlɛka,keléka,k ə l ɛ k a,,klamer15
lama1277-lewoi-sand-1,lama1277-lewoi,sand,ˈwəra,ˈwəra,wera,w ə r a,,klamer15
lama1277-lewoi-grass-1,lama1277-lewoi,grass,kərəmə,kərəmə,kereme,k ə r ə m ə,,klamer15
lama1277-lewoi-house-1,lama1277-lewoi,house,ˈlaŋɔʔ,ˈlaŋɔʔ,lango',l a ŋ ɔ ʔ,,klamer15
lama1277-lewoi-traditional_house-1,lama1277-lewoi,traditional_house,ˈkɔrkɛ,ˈkɔrkɛ,korké,k ɔ r k ɛ,"the first is for all lewoinɡu, the second for a villaɡe",klamer15
lama1277-lewoi-traditional_house-2,lama1277-lewoi,traditional_house,ˈlaŋɔ ˈbeləŋ,ˈlaŋɔ_ˈbeləŋ,lango béleng,l a ŋ ɔ _ b e l ə ŋ,"the first is for all lewoinɡu, the second for a villaɡe",klamer15
lama1277-lewoi-storage_house-1,lama1277-lewoi,storage_house,ˈɔriŋ,ˈɔriŋ,oring,ɔ r i ŋ,two words with same meaninɡ,klamer15
lama1277-lewoi-storage_house-2,lama1277-lewoi,storage_house,ˈkɛbɑŋ,ˈkɛbɑŋ,kébang,k ɛ b ɑ ŋ,two words with same meaninɡ,klamer15
lama1277-lewoi-raised_platform-1,lama1277-lewoi,raised_platform,buaŋ,buaŋ,buang,b u a ŋ,,klamer15
lama1277-lewoi-door-1,lama1277-lewoi,door,kəˈnawe,kəˈnawe,kenawé,k ə n a w e,,klamer15
lama1277-lewoi-thatched_roof-1,lama1277-lewoi,thatched_roof,nuki,nuki,nuki,n u k i,"nuki from lontar leafs, luʔɔ from grass",klamer15
lama1277-lewoi-thatched_roof-2,lama1277-lewoi,thatched_roof,luʔɔ,luʔɔ,lu'o,l u ʔ ɔ,"nuki from lontar leafs, luʔɔ from ɡrass",klamer15
lama1277-lewoi-thatch_for_roofing-1,lama1277-lewoi,thatch_for_roofing,ˈluʔɔ,ˈluʔɔ,lu'o,l u ʔ ɔ,,klamer15
lama1277-lewoi-tree-1,lama1277-lewoi,tree,ˈpukəŋ,ˈpukəŋ,pukeng,p u k ə ŋ,,klamer15
lama1277-lewoi-wood-1,lama1277-lewoi,wood,ˈkajo,ˈkajo,kayo,k a j o,ɡlide,klamer15
lama1277-lewoi-bark_of_tree-1,lama1277-lewoi,bark_of_tree,kəˈloka,kəˈloka,keloka,k ə l o k a,,klamer15
lama1277-lewoi-leaf-1,lama1277-lewoi,leaf,ˈləpɑŋ,ˈləpɑŋ,lepang,l ə p ɑ ŋ,,klamer15
lama1277-lewoi-branch-1,lama1277-lewoi,branch,ˈrɛtiŋ,ˈrɛtiŋ,réting,r ɛ t i ŋ,,klamer15
lama1277-lewoi-firewood-1,lama1277-lewoi,firewood,kajo ˈape,kajo_ˈape,kayo apé,k a j o _ a p e,,klamer15
lama1277-lewoi-rattan-1,lama1277-lewoi,rattan,uˈwajəŋ,uˈwajəŋ,uwayeng,u w a j ə ŋ,,klamer15
lama1277-lewoi-root-1,lama1277-lewoi,root,ˈramu,ˈramu,ramu,r a m u,,klamer15
lama1277-lewoi-fruit-1,lama1277-lewoi,fruit,ˈwuaŋ,ˈwuaŋ,wuang,w u a ŋ,,klamer15
lama1277-lewoi-seed-1,lama1277-lewoi,seed,ˈkuluŋ,ˈkuluŋ,kulung,k u l u ŋ,,klamer15
lama1277-lewoi-grains-1,lama1277-lewoi,grains,ˈtahaŋ,ˈtahaŋ,tahang,t a h a ŋ,,klamer15
lama1277-lewoi-uncooked_rice-1,lama1277-lewoi,uncooked_rice,ˈtahaŋ ˈlɔhɔŋ,ˈtahaŋ_ˈlɔhɔŋ,tahang lohong,t a h a ŋ _ l ɔ h ɔ ŋ,tahaŋ is rice,klamer15
lama1277-lewoi-rice_grains-1,lama1277-lewoi,rice_grains,ˈtahaŋ ˈwuliŋ,ˈtahaŋ_ˈwuliŋ,tahang wuling,t a h a ŋ _ w u l i ŋ,wuliŋ is ɡrain,klamer15
lama1277-lewoi-cooked_rice-1,lama1277-lewoi,cooked_rice,ˈbɑʔi,ˈbɑʔi,ba'i,b ɑ ʔ i,,klamer15
lama1277-lewoi-rice_plant-1,lama1277-lewoi,rice_plant,ˈtahaʔɑŋ,ˈtahaʔɑŋ,taha'ang,t a h a ʔ ɑ ŋ,tahaʔaŋ is rice,klamer15
lama1277-lewoi-to_plant_yam-1,lama1277-lewoi,to_plant_yam,mula ˈuwe,mula_ˈuwe,mula uwé,m u l a _ u w e,,klamer15
lama1277-lewoi-to_plant_rice-1,lama1277-lewoi,to_plant_rice,mula ˈtahaʔɑŋ,mula_ˈtahaʔɑŋ,mula taha'ang,m u l a _ t a h a ʔ ɑ ŋ,,klamer15
lama1277-lewoi-betel_nut_areca-1,lama1277-lewoi,betel_nut_areca,ˈwua,ˈwua,wua,w u a,,klamer15
lama1277-lewoi-betel_vine-1,lama1277-lewoi,betel_vine,ˈlɔlɔŋ,ˈlɔlɔŋ,lolong,l ɔ l ɔ ŋ,,klamer15
lama1277-lewoi-lime-1,lama1277-lewoi,lime,ˈapuʔ,ˈapuʔ,apu',a p u ʔ,,klamer15
lama1277-lewoi-chew_betel-1,lama1277-lewoi,chew_betel,ˈtəkɑŋ wua ˈmalu,ˈtəkɑŋ_wua_ˈmalu,tekang wua malu,t ə k ɑ ŋ _ w u a _ m a l u,,klamer15
lama1277-lewoi-sweet_potato-1,lama1277-lewoi,sweet_potato,uwe ˈʤawa,uwe_ˈd͡ʒawa,uwé jawa,u w e _ dʒ a w a,,klamer15
lama1277-lewoi-cassava-1,lama1277-lewoi,cassava,uwe kajɔ,uwe_kajɔ,uwé kayo,u w e _ k a j ɔ,ɡlide,klamer15
lama1277-lewoi-taro-1,lama1277-lewoi,taro,ˈkəladi,ˈkəladi,keladi,k ə l a d i,,klamer15
lama1277-lewoi-sago-1,lama1277-lewoi,sago,ˈkɛbɔ,ˈkɛbɔ,kébo,k ɛ b ɔ,,klamer15
lama1277-lewoi-millet-1,lama1277-lewoi,millet,ˈwətəŋ,ˈwətəŋ,weteng,w ə t ə ŋ,,klamer15
lama1277-lewoi-sugarcane-1,lama1277-lewoi,sugarcane,ˈtəwɔ,ˈtəwɔ,tewo,t ə w ɔ,,klamer15
lama1277-lewoi-corn_maize-1,lama1277-lewoi,corn_maize,ˈwata,ˈwata,wata,w a t a,,klamer15
lama1277-lewoi-cooked_corn-1,lama1277-lewoi,cooked_corn,wata ˈdeɡɔŋ,wata_ˈdegɔŋ,wata dégong,w a t a _ d e g ɔ ŋ,diolah,klamer15
lama1277-lewoi-coconut-1,lama1277-lewoi,coconut,ˈtapo,ˈtapo,tapo,t a p o,,klamer15
lama1277-lewoi-lontar_palm-1,lama1277-lewoi,lontar_palm,ˈmara,ˈmara,mara,m a r a,,klamer15
lama1277-lewoi-sugar_palm-1,lama1277-lewoi,sugar_palm,ˈkɛbɔ,ˈkɛbɔ,kébo,k ɛ b ɔ,,klamer15
lama1277-lewoi-marungga-1,lama1277-lewoi,marungga,ˈmɔtɔŋ,ˈmɔtɔŋ,motong,m ɔ t ɔ ŋ,,klamer15
lama1277-lewoi-gum_tree-1,lama1277-lewoi,gum_tree,kajo ˈburaŋ,kajo_ˈburaŋ,kayo burang,k a j o _ b u r a ŋ,,klamer15
lama1277-lewoi-bamboo-1,lama1277-lewoi,bamboo,ˈaːu,ˈaːu,au,aː u,,klamer15
lama1277-lewoi-banana-1,lama1277-lewoi,banana,ˈmukɔ,ˈmukɔ,muko,m u k ɔ,,klamer15
lama1277-lewoi-mango-1,lama1277-lewoi,mango,ˈpaːu,ˈpaːu,pau,p aː u,,klamer15
lama1277-lewoi-papaya-1,lama1277-lewoi,papaya,wua ˈpajɑŋ,wua_ˈpajɑŋ,wua payang,w u a _ p a j ɑ ŋ,,klamer15
lama1277-lewoi-jackfruit-1,lama1277-lewoi,jackfruit,kəˈwɛra,kəˈwɛra,kewéra,k ə w ɛ r a,,klamer15
lama1277-lewoi-breadfruit-1,lama1277-lewoi,breadfruit,ɡələˈweː,gələˈweː,gelewéé,g ə l ə w eː,,klamer15
lama1277-lewoi-bean-1,lama1277-lewoi,bean,utaŋ,utaŋ,utang,u t a ŋ,,klamer15
lama1277-lewoi-honey-1,lama1277-lewoi,honey,ˈwaneː,ˈwaneː,wane,w a n eː,,klamer15
lama1277-lewoi-milk-1,lama1277-lewoi,milk,ˈsusu,ˈsusu,susu,s u s u,,klamer15
